Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_1_56,VPWR,li1,57.2700,13.9060,1.799954
TAP_TAPCELL_ROW_1_55,VPWR,li1,31.5100,13.9060,1.799965
TAP_TAPCELL_ROW_0_54,VPWR,li1,70.1500,13.2930,1.799952
TAP_TAPCELL_ROW_0_53,VPWR,li1,57.2700,13.2930,1.799954
TAP_TAPCELL_ROW_0_52,VPWR,li1,44.3900,13.2930,1.799959
TAP_TAPCELL_ROW_0_51,VPWR,li1,31.5100,13.2930,1.799965
TAP_TAPCELL_ROW_0_50,VPWR,li1,18.6300,13.2930,1.799978
PHY_EDGE_ROW_24_Left_49,VPWR,li1,6.2100,78.8800,1.799999
PHY_EDGE_ROW_23_Left_48,VPWR,li1,6.2100,73.4400,1.799996
PHY_EDGE_ROW_22_Left_47,VPWR,li1,6.2100,73.4400,1.799996
PHY_EDGE_ROW_21_Left_46,VPWR,li1,6.2100,68.0000,1.799984
PHY_EDGE_ROW_20_Left_45,VPWR,li1,6.2100,68.0000,1.799984
PHY_EDGE_ROW_19_Left_44,VPWR,li1,6.2100,62.5600,1.799993
PHY_EDGE_ROW_18_Left_43,VPWR,li1,6.2100,62.5600,1.799993
PHY_EDGE_ROW_17_Left_42,VPWR,li1,6.2100,57.1200,1.799993
PHY_EDGE_ROW_16_Left_41,VPWR,li1,6.2100,57.1200,1.799993
PHY_EDGE_ROW_15_Left_40,VPWR,li1,6.2100,51.6800,1.799995
PHY_EDGE_ROW_14_Left_39,VPWR,li1,6.2100,51.6800,1.799995
PHY_EDGE_ROW_13_Left_38,VPWR,li1,6.2100,46.2400,1.799980
PHY_EDGE_ROW_12_Left_37,VPWR,li1,6.2100,46.2400,1.799980
PHY_EDGE_ROW_11_Left_36,VPWR,li1,6.2100,40.8000,1.799983
PHY_EDGE_ROW_10_Left_35,VPWR,li1,6.2100,40.8000,1.799983
PHY_EDGE_ROW_9_Left_34,VPWR,li1,6.2100,35.3600,1.799990
PHY_EDGE_ROW_8_Left_33,VPWR,li1,6.2100,35.3600,1.799990
PHY_EDGE_ROW_7_Left_32,VPWR,li1,6.2100,29.9200,1.799992
PHY_EDGE_ROW_6_Left_31,VPWR,li1,6.2100,29.9200,1.799992
PHY_EDGE_ROW_5_Left_30,VPWR,li1,6.2100,24.4800,1.799965
PHY_EDGE_ROW_4_Left_29,VPWR,li1,6.2100,24.4800,1.799965
PHY_EDGE_ROW_3_Left_28,VPWR,li1,6.2100,19.0400,1.799961
PHY_EDGE_ROW_2_Left_27,VPWR,li1,6.2100,19.0400,1.799961
PHY_EDGE_ROW_1_Left_26,VPWR,li1,6.2100,13.6000,1.799976
PHY_EDGE_ROW_0_Left_25,VPWR,li1,6.2100,13.6000,1.799976
PHY_EDGE_ROW_24_Right_24,VPWR,li1,74.2900,78.8800,1.799993
PHY_EDGE_ROW_23_Right_23,VPWR,li1,74.2900,73.4400,1.799981
PHY_EDGE_ROW_22_Right_22,VPWR,li1,74.2900,73.4400,1.799981
PHY_EDGE_ROW_21_Right_21,VPWR,li1,74.2900,68.0000,1.799939
PHY_EDGE_ROW_20_Right_20,VPWR,li1,74.2900,68.0000,1.799939
PHY_EDGE_ROW_19_Right_19,VPWR,li1,74.2900,62.5600,1.799980
PHY_EDGE_ROW_18_Right_18,VPWR,li1,74.2900,62.5600,1.799980
PHY_EDGE_ROW_17_Right_17,VPWR,li1,74.2900,57.1200,1.799981
PHY_EDGE_ROW_16_Right_16,VPWR,li1,74.2900,57.1200,1.799981
PHY_EDGE_ROW_15_Right_15,VPWR,li1,74.2900,51.6800,1.799982
PHY_EDGE_ROW_14_Right_14,VPWR,li1,74.2900,51.6800,1.799982
PHY_EDGE_ROW_13_Right_13,VPWR,li1,74.2900,46.2400,1.799942
PHY_EDGE_ROW_12_Right_12,VPWR,li1,74.2900,46.2400,1.799942
PHY_EDGE_ROW_11_Right_11,VPWR,li1,74.2900,40.8000,1.799966
PHY_EDGE_ROW_10_Right_10,VPWR,li1,74.2900,40.8000,1.799966
PHY_EDGE_ROW_9_Right_9,VPWR,li1,74.2900,35.3600,1.799985
PHY_EDGE_ROW_8_Right_8,VPWR,li1,74.2900,35.3600,1.799985
PHY_EDGE_ROW_7_Right_7,VPWR,li1,74.2900,29.9200,1.799972
PHY_EDGE_ROW_6_Right_6,VPWR,li1,74.2900,29.9200,1.799972
PHY_EDGE_ROW_5_Right_5,VPWR,li1,74.2900,24.4800,1.799965
PHY_EDGE_ROW_4_Right_4,VPWR,li1,74.2900,24.4800,1.799965
PHY_EDGE_ROW_3_Right_3,VPWR,li1,74.2900,19.0400,1.799944
PHY_EDGE_ROW_2_Right_2,VPWR,li1,74.2900,19.0400,1.799944
PHY_EDGE_ROW_1_Right_1,VPWR,li1,74.2900,13.6000,1.799952
PHY_EDGE_ROW_0_Right_0,VPWR,li1,74.2900,13.6000,1.799952
_317_,VPWR,li1,51.2900,29.9200,1.799974
_316_,VPWR,li1,13.8000,13.6000,1.799976
_315_,VPWR,li1,13.8000,19.0400,1.799961
_314_,VPWR,li1,13.8000,24.4800,1.799968
_313_,VPWR,li1,33.5800,19.0400,1.799959
_312_,VPWR,li1,66.2400,40.8000,1.799966
_311_,VPWR,li1,64.4000,29.9200,1.799972
_310_,VPWR,li1,61.6400,19.0400,1.799945
_309_,VPWR,li1,66.7000,19.0400,1.799944
_308_,VPWR,li1,66.2400,51.6800,1.799983
_307_,VPWR,li1,66.2400,57.1200,1.799981
_306_,VPWR,li1,65.7800,57.1200,1.799981
_305_,VPWR,li1,63.0200,73.4400,1.799982
_304_,VPWR,li1,66.2400,35.3600,1.799985
_303_,VPWR,li1,64.8600,24.4800,1.799965
_302_,VPWR,li1,54.2800,19.0400,1.799947
_301_,VPWR,li1,66.7000,13.6000,1.799952
_300_,VPWR,li1,66.7000,68.0000,1.799939
_299_,VPWR,li1,55.6600,73.4400,1.799983
_298_,VPWR,li1,66.7000,73.4400,1.799981
_297_,VPWR,li1,60.2600,46.2400,1.799944
_296_,VPWR,li1,49.4500,29.9200,1.799975
_295_,VPWR,li1,46.2300,19.0400,1.799950
_294_,VPWR,li1,30.5900,46.2400,1.799967
_293_,VPWR,li1,45.5400,40.8000,1.799972
_292_,VPWR,li1,30.3600,40.8000,1.799981
_291_,VPWR,li1,35.4200,29.9200,1.799983
_290_,VPWR,li1,30.3600,24.4800,1.799973
_289_,VPWR,li1,38.1800,35.3600,1.799988
_288_,VPWR,li1,36.8000,19.0400,1.799956
_287_,VPWR,li1,48.0700,35.3600,1.799986
_286_,VPWR,li1,20.2400,35.3600,1.799991
_285_,VPWR,li1,13.5700,35.3600,1.799990
_284_,VPWR,li1,11.5000,68.0000,1.799984
_283_,VPWR,li1,26.6800,68.0000,1.799976
_282_,VPWR,li1,18.4000,68.0000,1.799984
_281_,VPWR,li1,12.4200,62.5600,1.799993
_280_,VPWR,li1,31.2800,73.4400,1.799993
_279_,VPWR,li1,23.4600,73.4400,1.799995
_278_,VPWR,li1,11.5000,51.6800,1.799995
_277_,VPWR,li1,12.4200,46.2400,1.799980
_276_,VPWR,li1,38.6400,57.1200,1.799986
_275_,VPWR,li1,46.0000,62.5600,1.799983
_274_,VPWR,li1,51.7500,68.0000,1.799943
_273_,VPWR,li1,43.9300,68.0000,1.799949
_272_,VPWR,li1,23.6900,19.0400,1.799967
_271_,VPWR,li1,22.7700,24.4800,1.799977
_270_,VPWR,li1,15.8700,13.6000,1.799977
_269_,VPWR,li1,19.0900,13.6000,1.799978
_268_,VPWR,li1,29.6700,13.6000,1.799966
_267_,VPWR,li1,43.4700,29.9200,1.799979
_266_,VPWR,li1,39.3300,46.2400,1.799957
_265_,VPWR,li1,47.6100,40.8000,1.799971
_264_,VPWR,li1,30.5900,40.8000,1.799981
_263_,VPWR,li1,37.0300,24.4800,1.799971
_262_,VPWR,li1,35.6500,24.4800,1.799972
_261_,VPWR,li1,43.4700,35.3600,1.799987
_260_,VPWR,li1,39.7900,24.4800,1.799971
_259_,VPWR,li1,48.9900,40.8000,1.799971
_258_,VPWR,li1,20.9300,40.8000,1.799986
_257_,VPWR,li1,14.0300,29.9200,1.799992
_256_,VPWR,li1,24.6100,13.6000,1.799973
_255_,VPWR,li1,45.7700,19.0400,1.799950
_254_,VPWR,li1,47.1500,24.4800,1.799969
_253_,VPWR,li1,69.6900,40.8000,1.799966
_252_,VPWR,li1,68.3100,29.9200,1.799972
_251_,VPWR,li1,54.9700,13.6000,1.799955
_250_,VPWR,li1,67.8500,13.6000,1.799952
_249_,VPWR,li1,68.7700,46.2400,1.799942
_248_,VPWR,li1,67.8500,62.5600,1.799980
_247_,VPWR,li1,68.3100,51.6800,1.799982
_246_,VPWR,li1,59.5700,73.4400,1.799982
_245_,VPWR,li1,60.4900,40.8000,1.799967
_244_,VPWR,li1,70.6100,24.4800,1.799965
_243_,VPWR,li1,59.5700,13.6000,1.799954
_242_,VPWR,li1,67.8500,19.0400,1.799944
_241_,VPWR,li1,67.8500,68.0000,1.799939
_240_,VPWR,li1,59.5700,68.0000,1.799941
_239_,VPWR,li1,67.8500,78.8800,1.799993
_238_,VPWR,li1,66.0100,46.2400,1.799943
_237_,VPWR,li1,13.3400,62.5600,1.799993
_236_,VPWR,li1,17.2500,62.5600,1.799993
_235_,VPWR,li1,16.5600,68.0000,1.799984
_234_,VPWR,li1,36.5700,68.0000,1.799960
_233_,VPWR,li1,30.1300,68.0000,1.799970
_232_,VPWR,li1,27.6000,62.5600,1.799990
_231_,VPWR,li1,23.6900,62.5600,1.799992
_230_,VPWR,li1,22.3100,68.0000,1.799984
_229_,VPWR,li1,20.7000,62.5600,1.799994
_228_,VPWR,li1,16.7900,62.5600,1.799993
_227_,VPWR,li1,14.9500,57.1200,1.799993
_226_,VPWR,li1,20.0100,62.5600,1.799993
_225_,VPWR,li1,25.9900,62.5600,1.799991
_224_,VPWR,li1,33.3500,68.0000,1.799965
_223_,VPWR,li1,33.1200,68.0000,1.799965
_222_,VPWR,li1,32.8900,62.5600,1.799988
_221_,VPWR,li1,26.6800,68.0000,1.799976
_220_,VPWR,li1,28.5200,62.5600,1.799990
_219_,VPWR,li1,32.8900,57.1200,1.799989
_218_,VPWR,li1,28.7500,57.1200,1.799990
_217_,VPWR,li1,13.8000,51.6800,1.799995
_216_,VPWR,li1,19.5500,51.6800,1.799995
_215_,VPWR,li1,16.5600,51.6800,1.799995
_214_,VPWR,li1,23.9200,51.6800,1.799994
_213_,VPWR,li1,17.0200,46.2400,1.799980
_212_,VPWR,li1,20.7000,46.2400,1.799981
_211_,VPWR,li1,17.2500,40.8000,1.799985
_210_,VPWR,li1,28.7500,35.3600,1.799989
_209_,VPWR,li1,20.0100,29.9200,1.799992
_208_,VPWR,li1,38.6400,51.6800,1.799988
_207_,VPWR,li1,32.4300,57.1200,1.799989
_206_,VPWR,li1,37.7200,57.1200,1.799986
_205_,VPWR,li1,40.4800,62.5600,1.799984
_204_,VPWR,li1,45.3100,62.5600,1.799983
_203_,VPWR,li1,41.4000,68.0000,1.799952
_202_,VPWR,li1,46.6900,68.0000,1.799946
_201_,VPWR,li1,47.6100,46.2400,1.799949
_200_,VPWR,li1,43.0100,57.1200,1.799985
_199_,VPWR,li1,43.0100,46.2400,1.799952
_198_,VPWR,li1,46.2300,46.2400,1.799950
_197_,VPWR,li1,45.7700,46.2400,1.799950
_196_,VPWR,li1,45.7700,40.8000,1.799972
_195_,VPWR,li1,18.6300,40.8000,1.799985
_194_,VPWR,li1,36.1100,35.3600,1.799988
_193_,VPWR,li1,25.0700,29.9200,1.799991
_192_,VPWR,li1,26.6800,24.4800,1.799974
_191_,VPWR,li1,8.9700,19.0400,1.799961
_190_,VPWR,li1,25.7600,19.0400,1.799965
_189_,VPWR,li1,17.2500,24.4800,1.799973
_188_,VPWR,li1,14.4900,13.6000,1.799976
_187_,VPWR,li1,40.7100,19.0400,1.799954
_186_,VPWR,li1,11.2700,35.3600,1.799990
_185_,VPWR,li1,22.0800,35.3600,1.799992
_184_,VPWR,li1,19.5500,35.3600,1.799991
_183_,VPWR,li1,33.5800,46.2400,1.799963
_182_,VPWR,li1,41.4000,46.2400,1.799955
_181_,VPWR,li1,33.5800,40.8000,1.799978
_180_,VPWR,li1,27.6000,51.6800,1.799993
_179_,VPWR,li1,41.1700,57.1200,1.799986
_178_,VPWR,li1,43.0100,62.5600,1.799984
_177_,VPWR,li1,33.5800,29.9200,1.799984
_176_,VPWR,li1,25.9900,29.9200,1.799989
_175_,VPWR,li1,20.4700,24.4800,1.799978
_174_,VPWR,li1,24.6100,24.4800,1.799975
_173_,VPWR,li1,43.9300,24.4800,1.799970
_172_,VPWR,li1,41.8600,29.9200,1.799979
_171_,VPWR,li1,44.8500,29.9200,1.799978
_170_,VPWR,li1,48.0700,35.3600,1.799986
_169_,VPWR,li1,40.9400,29.9200,1.799981
_168_,VPWR,li1,51.0600,51.6800,1.799986
_167_,VPWR,li1,54.5100,51.6800,1.799985
_166_,VPWR,li1,59.1100,46.2400,1.799944
_165_,VPWR,li1,55.2000,46.2400,1.799946
_164_,VPWR,li1,61.8700,46.2400,1.799943
_163_,VPWR,li1,64.1700,29.9200,1.799972
_162_,VPWR,li1,59.5700,19.0400,1.799946
_161_,VPWR,li1,65.5500,40.8000,1.799966
_160_,VPWR,li1,66.0100,24.4800,1.799965
_159_,VPWR,li1,52.2100,46.2400,1.799947
_158_,VPWR,li1,60.0300,51.6800,1.799984
_157_,VPWR,li1,60.4900,57.1200,1.799982
_156_,VPWR,li1,58.6500,62.5600,1.799981
_155_,VPWR,li1,61.1800,51.6800,1.799984
_154_,VPWR,li1,61.4100,68.0000,1.799940
_153_,VPWR,li1,20.0100,68.0000,1.799984
_152_,VPWR,li1,54.0500,62.5600,1.799982
_151_,VPWR,li1,57.2700,68.0000,1.799941
_150_,VPWR,li1,53.1300,62.5600,1.799982
_149_,VPWR,li1,39.5600,73.4400,1.799989
_148_,VPWR,li1,53.5900,68.0000,1.799942
_147_,VPWR,li1,42.0900,73.4400,1.799988
_146_,VPWR,li1,57.9600,51.6800,1.799985
_145_,VPWR,li1,37.9500,62.5600,1.799985
_144_,VPWR,li1,51.2900,62.5600,1.799982
_143_,VPWR,li1,36.1100,46.2400,1.799960
_142_,VPWR,li1,19.5500,29.9200,1.799992
_141_,VPWR,li1,22.3100,29.9200,1.799992
_140_,VPWR,li1,48.9900,57.1200,1.799984
_139_,VPWR,li1,16.7900,40.8000,1.799984
_138_,VPWR,li1,43.4700,19.0400,1.799952
_137_,VPWR,li1,23.2300,46.2400,1.799978
_136_,VPWR,li1,48.9900,24.4800,1.799969
_135_,VPWR,li1,26.9100,29.9200,1.799989
